treatment_value,ate
20.0,-0.008940461495200384
40.0,-0.00298015383173348
60.0,0.0029801538317334834
80.0,0.008940461495200325
100.0,0.014900769158667278
120.0,0.020861076822134245
140.0,0.02682138448560122
160.0,0.032781692149067954
180.0,0.038741999812534914
200.0,0.044702307476001846
220.0,0.05066261513946883
240.0,0.05662292280293579
